id,sentence,label
211,外观很大气，或36万起步,0
179,生活中有些让人眼前一亮的创新或发明设计,0
145,要像树根一样深扎下去,0
132,进入巴黎奥运会周期，新一届中国女排正在重返巅峰的路上,0
91,16省份平均工资出炉,0
377,"当一个半球向太阳倾斜时,该半球接收到更多的直接阳光",1
224,日食是指月球阻挡地球与太阳的距离,1
420,"随着行星质量的增加,行星上的引力也会增加",1
285,侵蚀;风化改变地球表面,1
86,确实很难想象河流是怎么形成的,0
270,冥王星是一种矮行星,1
348,恒星是由气体和尘埃的云层坍塌形成的,1
306,冰盖和冰川包含地球上69%的淡水,1
286,小行星是由岩石和金属构成的,1
465,恒星的温度非常高,1
142,太阳能热水器多好啊,0
287,荧光是矿物的特性,1
127,非常讨厌短视频里穿着暴露的女生,0
180,美国宇航局向探索木星迈出了一大步,0
161,奇怪的知识增加了,0
463,地球大气层由体积分数为04%至1%的水蒸气组成,1
337,太阳能是指太阳能,1
284,阳光是一种太阳能,1
382,月球对地球海洋的引力引起潮汐,1
220,考生称物理不难，试题中规中矩,0
327,土星是一种行星,1
451,地球大气层由1288%的氩(按质量计)组成,1
381,金星是离太阳第二近的行星,1
231,第一季度是月球的一种相位,1
264,行星轨道大多为椭圆形,1
394,淡水占地球总水量的3%:,1
159,高手在民间，神一样的发明,0
354,一些矿物质是营养素,1
21,英国海底探测船深海发现不明物体,0
302,"如果一个物体在阳光下,那么该物体将吸收太阳能",1
316,地幔是地球的一层,1
41,万元机结构全面拆解,0
467,北半球是地球的一个半球,1
134,喀布尔山区民众生活贫困，粮价上涨又雪上加霜,0
238,天王星是一种行星,1
403,火山喷发是火山将熔岩沉积到地球表面的过程,1
27,益智积木，让孩子挑战重力加速度与阻力的华尔兹,0
426,月球的轨道是椭圆形的,1
328,太阳能导致天气模式,1
61,山区惠民灯， 照亮幸福路,0
93,实拍渔船深海捕捞，满屏都是大螃蟹,0
200,泪珠如雨滴般落下,0
111,今天说一种奇怪的动物，名为水豚,0
187,于是他们打了她，像对待动物一样,0
81,宗教改革就像新生的太阳，照亮了整个欧洲,0
332,星系包含尘埃､恒星和行星,1
44,日本311大地震已过去11年，灾区民众记忆正在风化,0
104,入冬的寒冷一定是被他的温暖驱散了，只觉如此温暖,0
250,太阳是被称为太阳光的太阳能的来源,1
203,我用冰冷的手抚摸你微红的脸颊,0
427,水星的太阳年最短;太阳系中的行星年,1
40,在地球上仰望银河系，在世界的不同角落欣赏奇幻的银河之美,0
261,运输营养､水和矿物质是一种功能,1
101,用探案科普动物知识，为世界呈现中国动画,0
146,还是物质条件不够雄厚,0
299,太阳是一种被称为太阳光的热源,1
2,电灯泡又来了,0
176,做好社区工作，把群众大大小小的事办好,0
441,彗星在太阳系中围绕太阳运行,1
388,超新星是由一颗恒星爆炸､坍缩形成的,1
97,不同尺度谈土壤,0
248,"太阳是太阳能的来源,称为阳光",1
216,用数字化抵御风化，让云冈石窟再活1000年,0
171,神奇的重力，它是那么强大同时也那么弱小,0
267,地球吸收的能量大于损失的能量,1
54,这场地震究竟有多恐怖，而他被困住的废墟，又是多么渺小,0
53,在内蒙古也能感受火星的地，太神奇了,0
125,又要上化学课了,0
138,整个地球都为之颤抖,0
204,日食照片千千万，火眼金睛辨真假，一起来鉴别真假日食照片吧,0
272,矿物是一种固体,1
201,这颗星星会发光，很亮,0
454,小行星带包含小行星,1
156,瞎说话呢，没大没小的,0
318,太阳能是一种光,1
395,"地球绕其轴线旋转,导致恒星在夜间在天空中移动",1
405,"随着距离太阳的增加,行星的温度将降低",1
468,地球是一种行星,1
433,小行星带包含太阳系中最大浓度的小行星,1
196,上市企业高管卷款跑路，人间蒸发,0
357,"太阳从东方升起,为地球上的人们服务",1
423,金星是比地球更接近太阳的行星,1
117,绝不能让污染水体再入淮河,0
17,压力下，地方财政改革谋求自救,0
113,移民管理警察销毁野生大麻原植物5000余株,0
64,手脚总冰凉，中医来帮忙,0
182,把别人当空气了,0
434,"当罗盘的指针与地球磁极对齐时,指针指向北方",1
37,捂不热那颗冰冷的心,0
82,这些生活创意发明，个个都是戳到你心里的设计,0
401,海洋包含地球上大部分的水,1
390,地面将太阳能辐射到空气中,1
452,木星是一种行星,1
215,咱们企业要高度重视挥发性有机物排放治理,0
392,行星已经脱离轨道,1
157,看到片子里多处情节都暗示营养的重要性，很开心,0
281,太阳对地球表面的不均匀加热导致全球风模式,1
335,小行星撞击是一种事件,1
72,他善于发现别人的优势,0
214,网友表示旋转有惊喜,0
234,小行星带绕太阳运行,1
290,生物体首次出现在地球上时就生活在水中,1
374,构造地质学家对发现地球的历史和过程感兴趣,1
23,在他冰冷的外壳下有一颗炽热的心,0
371,测量矿物硬度需要刮伤这些材料,1
319,地球大气层从低到高依次为对流层､平流层､中层和热层,1
417,空间是太阳和地球之间的真空,1
334,月球将阳光反射到地球上,1
380,重力将物体拉向行星,1
16,有一种寒冷，叫雅库茨克,0
96,治愈小动物，开心每一天,0
291,太阳是地球上生命的能量来源,1
129,我们平常看到的月亮是开过美颜的，月亮也为自己的颜值而烦恼,0
34,全力保护青藏高原冰川,0
298,非常小的矿物是各种小颗粒,1
24,英格兰遇到了一支充满饥饿感的匈牙利,0
359,太阳不是夜空中的星星,1
347,"如果一个物体逃脱了行星的引力,那么该物体上的引力就会改变",1
62,天文学家预测银河系潜藏着恶意外星文明,0
383,地面是地球的一部分,1
418,"如果熔岩在地球表面,那么熔岩会冷却",1
378,地球的一半是地球的半球,1
158,一天晚上，猫和鱼在公园里相遇了,0
404,地球的内核是由铁和镍的固体混合物构成的,1
59,科学家首次在地球外确认生命之源,0
320,满月是指地球处于太阳和月亮之间的时候,1
416,矿物是一种固体天然材料,1
400,东半球是地球的一种半球,1
137,别走极端，有事好商量,0
30,不要以自我为中心，这个世界不是绕着你转的,0
365,矿物是由岩浆冷却形成的,1
450,冰川覆盖了地球上10%的土地,1
294,太阳能电池将太阳能转换为电能,1
207,我们要处理好和地球的关系,0
351,地球自转产生时区,1
259,月球离开地球,1
175,几个亿市值一夜蒸发,0
133,中国水质差的地方，差到了一定的地步,0
192,眉眼弯弯像新月,0
330,鱼在地球上已经存在了419000000年,1
356,望远镜用于观察行星,1
361,地球在其自转轴上的倾斜导致季节变化,1
436,火星是一种行星,1
444,双星可以用来确定恒星的质量,1
275,"白天和黑夜的周期是白天太阳升起,晚上太阳落下的时候",1
198,教堂里只有一个老农夫孤零零地坐在那里等,0
164,交付给一条侵蚀岁月，包裹生命的漫漫路途,0
279,温室气体吸收地球反射的红外辐射,1
